program_id,program_name,institution,source_type,source_url,primary_field,secondary_fields,interests,goals,budget,format,location_preference,city,state_or_country,region,selectivity,duration,duration_weeks,season,grade_min,grade_max,support_type,tuition_usd,financial_aid,residential_option,description,keywords,academic_strength_target,recommended_gpa_range,coursework_background_expected,prior_experience_expected,academic_rigor_level,prerequisite_notes
SYN-0626,Cedar Grove Scholars Advanced Field School in Physics,Cedar Grove Scholars,synthetic_generated,,physics,mathematics;engineering,physics;mathematics;engineering;statistics,academic challenge;college preparation;hands-on projects,low cost only,online only,remote only,Remote,Remote,Remote,competitive,1 to 2 weeks,1,summer,9,12,small class size,1200,merit scholarships,no,"Designed for motivated teens, this program combines physics content with academic challenge and college preparation.",physics;mathematics;engineering;academic challenge;college preparation,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
REAL-0056,NSLC Medicine & Health Care - Duke University,National Student Leadership Conference,real_sourced,https://www.nslcleaders.org/youth-leadership-programs/summer-medical-programs/,medicine,biology;public health;leadership,medicine;biology;public health;leadership,medical exposure;career exploration;hands-on projects,moderate cost is okay,in-person only,East Coast,Durham,North Carolina,East Coast,balanced,1 to 2 weeks,1.3,summer,9,12,peer community,4395,scholarships available,yes,Residential NSLC medicine program hosted at Duke University.,medicine;biology;public health;leadership;medical exposure;career exploration,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0415,Urban Horizon Institute Advanced Scholars Program in Film,Urban Horizon Institute,synthetic_generated,,film,arts;creative writing,film;arts;creative writing;design,portfolio building;career exploration;meeting like-minded students,cost matters but flexible,in-person only,West Coast,Seattle,Washington,West Coast,balanced,1 to 2 weeks,2,summer,9,12,peer community,7200,merit scholarships,yes,This summer program helps high school students explore film through portfolio building and career exploration.,film;arts;creative writing;portfolio building;career exploration,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0357,Mosaic Futures Academy Open Door Field School in Political Science,Mosaic Futures Academy,synthetic_generated,,political science,international relations;law,political science;international relations;law,social impact;leadership development;academic challenge,strongly prefer free,mostly in-person,Arizona,Phoenix,Arizona,Southwest,competitive,2 to 4 weeks,3,summer,10,12,career guidance,750,need-based aid,yes,Students build confidence in political science while developing transferable skills through social impact and leadership development.,political science;international relations;law;social impact;leadership development,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0692,Blue Mesa Scholars Academy Pioneer Innovation Studio in Marine Biology,Blue Mesa Scholars Academy,synthetic_generated,,marine biology,biology;environmental science,marine biology;biology;environmental science;chemistry,hands-on projects;social impact;research experience,moderate cost is okay,mostly in-person,South,Nashville,Tennessee,South,open enrollment,1 to 2 weeks,2,summer,9,12,student mentorship,3800,no,yes,"Designed for motivated teens, this program combines marine biology content with hands-on projects and social impact.",marine biology;biology;environmental science;hands-on projects;social impact,accessible,No formal minimum / 2.5+ preferred,Foundational coursework helpful but not required,Open to beginners; no prior experience required,accessible,No strict prerequisite; demonstrated interest improves fit
SYN-0299,Brightwater Institute Future Leaders Workshop Series in Design,Brightwater Institute,synthetic_generated,,design,graphic design;entrepreneurship,design;graphic design;entrepreneurship,skill development;career exploration;portfolio building,cost matters but flexible,in-person only,Midwest,Ann Arbor,Michigan,Midwest,very competitive,2 to 4 weeks,4,summer,9,12,faculty mentorship,8400,limited,yes,Students build confidence in design while developing transferable skills through skill development and career exploration.,design;graphic design;entrepreneurship;skill development;career exploration,exceptional,3.8+,Foundational coursework or portfolio-building experience helpful,"Strong prior experience, portfolio, or sustained work preferred",high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0378,Orbit Learning Institute Future Leaders Leadership Forum in Dentistry,Orbit Learning Institute,synthetic_generated,,dentistry,medicine;biology,dentistry;medicine;biology,resume building;skill development;medical exposure,cost matters but flexible,hybrid,West Coast,San Diego,California,West Coast,balanced,1 to 2 weeks,1,summer,10,12,project guidance,6100,limited,optional,This summer program helps high school students explore dentistry through resume building and skill development.,dentistry;medicine;biology;resume building;skill development,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0611,Evergreen Future Lab Pioneer Research Lab in Aerospace Engineering,Evergreen Future Lab,synthetic_generated,,aerospace engineering,physics;mechanical engineering,aerospace engineering;physics;mechanical engineering;mathematics,skill development;hands-on projects;career exploration,low cost only,in-person only,East Coast,Providence,Rhode Island,East Coast,very competitive,2 to 4 weeks,3,summer,9,12,project guidance,1500,limited,yes,"A 2 to 4 weeks pre-college experience focused on aerospace engineering, blending skill development with hands-on projects.",aerospace engineering;physics;mechanical engineering;skill development;hands-on projects,exceptional,3.8+,Advanced coursework preferred (honors/AP/IB or strong equivalent),"Some prior projects, research, competitions, or advanced exposure preferred",high,No strict prerequisite; demonstrated interest improves fit
SYN-0883,Redwood Pathways Institute Honors Field School in Journalism,Redwood Pathways Institute,synthetic_generated,,journalism,creative writing;political science,journalism;creative writing;political science,career exploration;leadership development;networking,cost matters but flexible,mostly in-person,East Coast,Baltimore,Maryland,East Coast,balanced,2 to 4 weeks,4,summer,9,12,independent exploration,6100,need-based aid,yes,"Designed for motivated teens, this program combines journalism content with career exploration and leadership development.",journalism;creative writing;political science;career exploration;leadership development,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0033,Pioneer Horizon University Elite Bootcamp in Law,Pioneer Horizon University,synthetic_generated,,law,political science;history,law;political science;history;international relations,leadership development;resume building;academic challenge,not a major concern,in-person only,East Coast,Washington,District of Columbia,East Coast,less competitive,4 to 8 weeks,6,summer,10,12,research mentorship,10500,merit scholarships,yes,"Designed for motivated teens, this program combines law content with leadership development and resume building.",law;political science;history;leadership development;resume building,average,3.0-3.19,Introductory coursework or demonstrated interest helpful,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0131,Evergreen Future Lab Foundations Bootcamp in Marine Biology,Evergreen Future Lab,synthetic_generated,,marine biology,biology;environmental science,marine biology;biology;environmental science;chemistry,hands-on projects;social impact;career exploration,not a major concern,in-person only,East Coast,Washington,District of Columbia,East Coast,balanced,1 to 2 weeks,2,summer,9,12,independent exploration,10500,limited,yes,"Designed for motivated teens, this program combines marine biology content with hands-on projects and social impact.",marine biology;biology;environmental science;hands-on projects;social impact,solid,3.2-3.49,Foundational coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0353,Sagebrook Academy Discovery Pre-College Institute for Architecture,Sagebrook Academy,synthetic_generated,,architecture,civil engineering;design,architecture;civil engineering;design,portfolio building;academic challenge;hands-on projects,low cost only,in-person only,Arizona,Phoenix,Arizona,Southwest,competitive,2 to 4 weeks,4,summer,9,12,independent exploration,1200,no,yes,"A 2 to 4 weeks pre-college experience focused on architecture, blending portfolio building with academic challenge.",architecture;civil engineering;design;portfolio building;academic challenge,strong,3.5-3.79,Foundational coursework or portfolio-building experience helpful,Beginner-to-intermediate portfolio or prior work helpful,moderately high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0646,Skyline Discovery Institute Open Door Leadership Forum in Psychology,Skyline Discovery Institute,synthetic_generated,,psychology,neuroscience;public health,psychology;neuroscience;public health;biology,academic challenge;career exploration;research experience,must be free,hybrid,South,Houston,Texas,South,balanced,1 to 2 weeks,2,summer,9,12,career guidance,0,need-based aid,optional,"Designed for motivated teens, this program combines psychology content with academic challenge and career exploration.",psychology;neuroscience;public health;academic challenge;career exploration,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0185,Summit Forge Academy Honors Immersion in Cybersecurity,Summit Forge Academy,synthetic_generated,,cybersecurity,computer science;law,cybersecurity;computer science;law;software engineering,leadership development;skill development;hands-on projects,not a major concern,online only,remote only,Remote,Remote,Remote,less competitive,1 to 2 weeks,1,summer,9,12,application guidance,9200,need-based aid,no,"Designed for motivated teens, this program combines cybersecurity content with leadership development and skill development.",cybersecurity;computer science;law;leadership development;skill development,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0421,Northstar Future Institute Future Leaders Scholars Program in History,Northstar Future Institute,synthetic_generated,,history,political science;philosophy,history;political science;philosophy;international relations,leadership development;college preparation;major exploration,not a major concern,hybrid,West Coast,San Francisco,California,West Coast,open enrollment,4 to 8 weeks,8,summer,9,12,project guidance,11800,merit scholarships,optional,"Designed for motivated teens, this program combines history content with leadership development and college preparation.",history;political science;philosophy;leadership development;college preparation,accessible,No formal minimum / 2.5+ preferred,Introductory coursework or demonstrated interest helpful,Open to beginners; no prior experience required,accessible,No strict prerequisite; demonstrated interest improves fit
SYN-0527,Lighthouse Prep Academy Discovery Scholars Program in Graphic Design,Lighthouse Prep Academy,synthetic_generated,,graphic design,design;marketing,graphic design;design;marketing,portfolio building;career exploration;hands-on projects,moderate cost is okay,mostly online,South,Atlanta,Georgia,South,balanced,2 to 4 weeks,3,summer,9,12,career guidance,3800,yes,optional,"A 2 to 4 weeks pre-college experience focused on graphic design, blending portfolio building with career exploration.",graphic design;design;marketing;portfolio building;career exploration,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0521,Evergreen Future Lab Pioneer Explorers Program in Education,Evergreen Future Lab,synthetic_generated,,education,leadership;social impact,education;leadership;social impact,leadership development;college preparation;career exploration,strongly prefer free,in-person only,South,Atlanta,Georgia,South,balanced,1 to 2 weeks,2,summer,9,12,peer community,350,limited,yes,"A 1 to 2 weeks pre-college experience focused on education, blending leadership development with college preparation.",education;leadership;social impact;leadership development;college preparation,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0072,Maple Bridge Academy Applied Research Lab in Medicine,Maple Bridge Academy,synthetic_generated,,medicine,biology;public health,medicine;biology;public health;chemistry,career exploration;hands-on projects;medical exposure,cost matters but flexible,in-person only,East Coast,Washington,District of Columbia,East Coast,balanced,1 to 2 weeks,1,summer,9,12,independent exploration,5200,no,yes,This summer program helps high school students explore medicine through career exploration and hands-on projects.,medicine;biology;public health;career exploration;hands-on projects,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0690,Compass Youth University Applied Workshop Series in Leadership,Compass Youth University,synthetic_generated,,leadership,social impact;business,leadership;social impact;business,college preparation;networking;meeting like-minded students,must be free,mostly online,East Coast,Pittsburgh,Pennsylvania,East Coast,balanced,1 to 2 weeks,1,summer,9,12,peer community,0,merit scholarships,optional,Students build confidence in leadership while developing transferable skills through college preparation and networking.,leadership;social impact;business;college preparation;networking,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0156,Catalyst Pre-College Center Young Innovators Innovation Studio in Psychology,Catalyst Pre-College Center,synthetic_generated,,psychology,neuroscience;public health,psychology;neuroscience;public health;biology,academic challenge;major exploration;research experience,low cost only,hybrid,West Coast,Portland,Oregon,West Coast,balanced,1 to 2 weeks,1,summer,9,12,application guidance,1200,no,optional,"A 1 to 2 weeks pre-college experience focused on psychology, blending academic challenge with major exploration.",psychology;neuroscience;public health;academic challenge;major exploration,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0704,Silverline Summer College Global Scholars Program in Electrical Engineering,Silverline Summer College,synthetic_generated,,electrical engineering,physics;robotics,electrical engineering;physics;robotics;mathematics,academic challenge;skill development;hands-on projects,must be free,in-person only,Arizona,Phoenix,Arizona,Southwest,less competitive,1 to 2 weeks,1,summer,9,12,peer community,0,need-based aid,yes,Students build confidence in electrical engineering while developing transferable skills through academic challenge and skill development.,electrical engineering;physics;robotics;academic challenge;skill development,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0622,Pacific Crest College Prep Foundations Research Lab in Architecture,Pacific Crest College Prep,synthetic_generated,,architecture,civil engineering;design,architecture;civil engineering;design,portfolio building;career exploration;academic challenge,moderate cost is okay,in-person only,West Coast,Seattle,Washington,West Coast,competitive,1 to 2 weeks,1,summer,9,12,student mentorship,4500,no,yes,"A 1 to 2 weeks pre-college experience focused on architecture, blending portfolio building with career exploration.",architecture;civil engineering;design;portfolio building;career exploration,strong,3.5-3.79,Foundational coursework or portfolio-building experience helpful,Beginner-to-intermediate portfolio or prior work helpful,moderately high,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0222,Maple Bridge Academy Discovery Pre-College Institute for Pre-Med,Maple Bridge Academy,synthetic_generated,,pre-med,medicine;biology,pre-med;medicine;biology,medical exposure;research experience;resume building,must be free,mostly in-person,East Coast,Boston,Massachusetts,East Coast,competitive,1 to 2 weeks,2,summer,9,12,research mentorship,0,need-based aid,yes,This summer program helps high school students explore pre-med through medical exposure and research experience.,pre-med;medicine;biology;medical exposure;research experience,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0180,Compass Youth University Future Leaders Pre-College Institute for Business,Compass Youth University,synthetic_generated,,business,finance;marketing,business;finance;marketing;economics,leadership development;networking;career exploration,moderate cost is okay,in-person only,East Coast,Washington,District of Columbia,East Coast,competitive,1 to 2 weeks,1,summer,9,12,peer community,2800,need-based aid,yes,Students build confidence in business while developing transferable skills through leadership development and networking.,business;finance;marketing;leadership development;networking,strong,3.5-3.79,Relevant introductory coursework or strong extracurricular exposure helpful,Some prior exposure helpful,moderately high,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0463,Redwood Pathways Institute Future Leaders Explorers Program in Machine Learning,Redwood Pathways Institute,synthetic_generated,,machine learning,artificial intelligence;data science,machine learning;artificial intelligence;data science,hands-on projects;skill development;research experience,cost matters but flexible,mostly online,international,Singapore,Singapore,International,balanced,1 to 2 weeks,1,summer,9,12,independent exploration,5200,no,optional,"Designed for motivated teens, this program combines machine learning content with hands-on projects and skill development.",machine learning;artificial intelligence;data science;hands-on projects;skill development,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0665,Summit Forge Academy Applied Pre-College Institute for Physics,Summit Forge Academy,synthetic_generated,,physics,mathematics;engineering,physics;mathematics;engineering;statistics,academic challenge;hands-on projects;research experience,strongly prefer free,mostly in-person,South,Atlanta,Georgia,South,balanced,2 to 4 weeks,3,summer,9,12,faculty mentorship,350,no,yes,Students build confidence in physics while developing transferable skills through academic challenge and hands-on projects.,physics;mathematics;engineering;academic challenge;hands-on projects,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0275,Summit Forge Academy Young Innovators Bootcamp in Computer Science,Summit Forge Academy,synthetic_generated,,computer science,software engineering;artificial intelligence,computer science;software engineering;artificial intelligence,career exploration;hands-on projects;skill development,not a major concern,hybrid,South,Austin,Texas,South,competitive,1 to 2 weeks,1,summer,9,12,project guidance,10500,merit scholarships,optional,Students build confidence in computer science while developing transferable skills through career exploration and hands-on projects.,computer science;software engineering;artificial intelligence;career exploration;hands-on projects,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0809,Brightwater Institute Open Door Research Lab in Biomedical Engineering,Brightwater Institute,synthetic_generated,,biomedical engineering,medicine;mechanical engineering,biomedical engineering;medicine;mechanical engineering;biology,career exploration;research experience;medical exposure,cost matters but flexible,mostly in-person,South,Atlanta,Georgia,South,competitive,2 to 4 weeks,4,summer,10,12,application guidance,5200,limited,yes,"Designed for motivated teens, this program combines biomedical engineering content with career exploration and research experience.",biomedical engineering;medicine;mechanical engineering;career exploration;research experience,strong,3.5-3.79,Advanced coursework preferred (honors/AP/IB or strong equivalent),Some prior exposure or self-directed projects helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0006,Catalyst Pre-College Center Advanced Innovation Studio in Arts,Catalyst Pre-College Center,synthetic_generated,,arts,design;film,arts;design;film;graphic design,hands-on projects;skill development;meeting like-minded students,not a major concern,mostly online,East Coast,Philadelphia,Pennsylvania,East Coast,balanced,2 to 4 weeks,3,summer,8,12,faculty mentorship,9200,need-based aid,optional,"Designed for motivated teens, this program combines arts content with hands-on projects and skill development.",arts;design;film;hands-on projects;skill development,solid,3.2-3.49,Foundational coursework or portfolio-building experience helpful,No formal experience required; beginner exposure helpful,moderate,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0811,Northstar Future Institute Young Innovators Immersion in Education,Northstar Future Institute,synthetic_generated,,education,leadership;social impact,education;leadership;social impact,college preparation;leadership development;social impact,cost matters but flexible,in-person only,Midwest,Ann Arbor,Michigan,Midwest,open enrollment,2 to 4 weeks,4,summer,9,12,career guidance,6100,need-based aid,yes,"Designed for motivated teens, this program combines education content with college preparation and leadership development.",education;leadership;social impact;college preparation;leadership development,accessible,No formal minimum / 2.5+ preferred,Introductory coursework or demonstrated interest helpful,Open to beginners; no prior experience required,accessible,No strict prerequisite; demonstrated interest improves fit
REAL-0061,NSLC Business & Entrepreneurship - Duke University,National Student Leadership Conference,real_sourced,https://www.nslcleaders.org/summer-program-locations/raleigh-durham-high-school-programs/,entrepreneurship,business;marketing;leadership,entrepreneurship;business;marketing;leadership,hands-on projects;leadership development;networking,moderate cost is okay,in-person only,East Coast,Durham,North Carolina,East Coast,balanced,1 to 2 weeks,1.3,summer,9,12,peer community,4295,scholarships available,yes,Residential NSLC pre-college program in business & entrepreneurship hosted on the Duke campus.,entrepreneurship;business;marketing;leadership;hands-on projects;leadership development,solid,3.2-3.49,Relevant introductory coursework or strong extracurricular exposure helpful,No formal experience required; beginner exposure helpful,moderate,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0583,Redwood Pathways Institute Global Pre-College Institute for Journalism,Redwood Pathways Institute,synthetic_generated,,journalism,creative writing;political science,journalism;creative writing;political science,leadership development;networking;career exploration,cost matters but flexible,hybrid,West Coast,San Francisco,California,West Coast,less competitive,4 to 8 weeks,6,summer,9,12,faculty mentorship,6100,limited,optional,"A 4 to 8 weeks pre-college experience focused on journalism, blending leadership development with networking.",journalism;creative writing;political science;leadership development;networking,average,3.0-3.19,Foundational coursework or portfolio-building experience helpful,Beginner friendly; no prior experience required,moderate-low,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0661,Northstar Future Institute Frontier Summer Academy in Artificial Intelligence,Northstar Future Institute,synthetic_generated,,artificial intelligence,machine learning;computer science,artificial intelligence;machine learning;computer science,hands-on projects;career exploration;research experience,must be free,either,international,Singapore,Singapore,International,balanced,1 to 2 weeks,1,summer,9,12,career guidance,0,yes,optional,"A 1 to 2 weeks pre-college experience focused on artificial intelligence, blending hands-on projects with career exploration.",artificial intelligence;machine learning;computer science;hands-on projects;career exploration,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0009,Prairie Stone Scholars Program Global Innovation Studio in Data Science,Prairie Stone Scholars Program,synthetic_generated,,data science,statistics;computer science,data science;statistics;computer science;mathematics,hands-on projects;career exploration;skill development,not a major concern,either,South,Austin,Texas,South,balanced,1 to 2 weeks,1,summer,9,12,faculty mentorship,13500,yes,optional,"A 1 to 2 weeks pre-college experience focused on data science, blending hands-on projects with career exploration.",data science;statistics;computer science;hands-on projects;career exploration,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,Math/programming familiarity helpful; projects or coding exposure useful
REAL-0008,Business & Leadership Academy,Georgetown University,real_sourced,https://summer.georgetown.edu/programs/SHS34/business-leadership-academy/,leadership,business;entrepreneurship;marketing,leadership;business;entrepreneurship;marketing,leadership development;networking;career exploration,not a major concern,in-person only,East Coast,Washington,District of Columbia,East Coast,competitive,2 to 4 weeks,3,summer,8,12,peer community,9085,limited,yes,Three-week academy blending business decision-making with leadership practice.,leadership;business;entrepreneurship;marketing;leadership development;networking,strong,3.5-3.79,Introductory coursework or demonstrated interest helpful,Some prior exposure helpful,moderately high,No strict prerequisite; demonstrated interest improves fit
SYN-0904,Aurora Youth Research Institute Frontier Summer Academy in Film,Aurora Youth Research Institute,synthetic_generated,,film,arts;creative writing,film;arts;creative writing;design,hands-on projects;portfolio building;meeting like-minded students,not a major concern,hybrid,anywhere in the U.S.,Boulder,Colorado,Mountain,open enrollment,4 to 8 weeks,8,summer,9,12,faculty mentorship,10500,merit scholarships,optional,"A 4 to 8 weeks pre-college experience focused on film, blending hands-on projects with portfolio building.",film;arts;creative writing;hands-on projects;portfolio building,accessible,No formal minimum / 2.5+ preferred,Foundational coursework or portfolio-building experience helpful,Open to beginners; no prior experience required,accessible,"Portfolio, writing samples, or prior creative work may strengthen fit"
SYN-0671,Evergreen Future Lab Open Door Scholars Program in Neuroscience,Evergreen Future Lab,synthetic_generated,,neuroscience,biology;psychology,neuroscience;biology;psychology;chemistry,research experience;academic challenge;major exploration,low cost only,hybrid,East Coast,Raleigh,North Carolina,East Coast,less competitive,1 to 2 weeks,1,summer,9,12,application guidance,1200,no,optional,Students build confidence in neuroscience while developing transferable skills through research experience and academic challenge.,neuroscience;biology;psychology;research experience;academic challenge,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0172,Pacific Crest College Prep Frontier Scholars Program in Biology,Pacific Crest College Prep,synthetic_generated,,biology,chemistry;research,biology;chemistry;research;biochemistry,hands-on projects;research experience;academic challenge,must be free,in-person only,East Coast,Boston,Massachusetts,East Coast,less competitive,1 to 2 weeks,2,summer,9,12,career guidance,0,merit scholarships,yes,Students build confidence in biology while developing transferable skills through hands-on projects and research experience.,biology;chemistry;research;hands-on projects;research experience,average,3.0-3.19,Introductory coursework helpful but not required,Beginner friendly; no prior experience required,moderate-low,No strict prerequisite; demonstrated interest improves fit
SYN-0504,Cobalt Ridge University Applied Field School in Marketing,Cobalt Ridge University,synthetic_generated,,marketing,business;design,marketing;business;design;finance,portfolio building;networking;career exploration,must be free,in-person only,West Coast,San Diego,California,West Coast,competitive,1 to 2 weeks,1,summer,9,12,research mentorship,0,yes,yes,"Designed for motivated teens, this program combines marketing content with portfolio building and networking.",marketing;business;design;portfolio building;networking,strong,3.5-3.79,Relevant introductory coursework or strong extracurricular exposure helpful,Some prior exposure helpful,moderately high,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0539,Brightwater Institute Future Leaders College Prep Seminar in Research,Brightwater Institute,synthetic_generated,,research,biology;computer science,research;biology;computer science;chemistry,college preparation;mentorship;academic challenge,must be free,mostly in-person,East Coast,Baltimore,Maryland,East Coast,open enrollment,1 to 2 weeks,2,summer,10,12,small class size,0,need-based aid,yes,This summer program helps high school students explore research through college preparation and mentorship.,research;biology;computer science;college preparation;mentorship,accessible,No formal minimum / 2.5+ preferred,Foundational coursework helpful but not required,Open to beginners; no prior experience required,accessible,No strict prerequisite; demonstrated interest improves fit
REAL-0022,Business & Law Academy,Georgetown University,real_sourced,https://summer.georgetown.edu/pre-college-programs/academies/academy-finder/,business,law;leadership;economics,business;law;leadership;economics,leadership development;networking;career exploration,moderate cost is okay,in-person only,East Coast,Washington,District of Columbia,East Coast,balanced,1 to 2 weeks,1,summer,8,12,career guidance,3725,limited,yes,One-week academy combining business strategy with legal and policy perspectives.,business;law;leadership;economics;leadership development;networking,solid,3.2-3.49,Relevant introductory coursework or strong extracurricular exposure helpful,No formal experience required; beginner exposure helpful,moderate,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0283,Redwood Pathways Institute Discovery Research Lab in Marketing,Redwood Pathways Institute,synthetic_generated,,marketing,business;design,marketing;business;design;finance,career exploration;networking;leadership development,strongly prefer free,in-person only,South,Houston,Texas,South,very competitive,4 to 8 weeks,8,summer,9,12,peer community,350,limited,yes,"A 4 to 8 weeks pre-college experience focused on marketing, blending career exploration with networking.",marketing;business;design;career exploration;networking,exceptional,3.8+,Relevant introductory coursework or strong extracurricular exposure helpful,Demonstrated sustained interest and prior exposure preferred,high,"Quantitative comfort, initiative, or leadership/project experience helpful"
SYN-0764,Silverline Summer College Frontier Bootcamp in Genetics,Silverline Summer College,synthetic_generated,,genetics,biology;biotechnology,genetics;biology;biotechnology;chemistry,career exploration;college preparation;academic challenge,strongly prefer free,mostly in-person,international,Oxford,England,International,balanced,1 to 2 weeks,1,summer,9,12,career guidance,750,merit scholarships,yes,"A 1 to 2 weeks pre-college experience focused on genetics, blending career exploration with college preparation.",genetics;biology;biotechnology;career exploration;college preparation,solid,3.2-3.49,Introductory coursework helpful but not required,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
SYN-0167,Lighthouse Prep Academy Open Door College Prep Seminar in Machine Learning,Lighthouse Prep Academy,synthetic_generated,,machine learning,artificial intelligence;data science,machine learning;artificial intelligence;data science,hands-on projects;portfolio building;skill development,not a major concern,mostly online,West Coast,Seattle,Washington,West Coast,very competitive,2 to 4 weeks,3,summer,9,12,student mentorship,9200,merit scholarships,optional,This summer program helps high school students explore machine learning through hands-on projects and portfolio building.,machine learning;artificial intelligence;data science;hands-on projects;portfolio building,exceptional,3.8+,Advanced coursework preferred (honors/AP/IB or strong equivalent),"Some prior projects, research, competitions, or advanced exposure preferred",high,Math/programming familiarity helpful; projects or coding exposure useful
SYN-0190,Coastal Edge Institute Frontier Research Lab in Public Health,Coastal Edge Institute,synthetic_generated,,public health,medicine;biology,public health;medicine;biology,career exploration;leadership development;research experience,not a major concern,in-person only,South,Nashville,Tennessee,South,very competitive,4 to 8 weeks,8,summer,9,12,faculty mentorship,13500,merit scholarships,yes,"Designed for motivated teens, this program combines public health content with career exploration and leadership development.",public health;medicine;biology;career exploration;leadership development,exceptional,3.8+,Introductory coursework or demonstrated interest helpful,Demonstrated sustained interest and prior exposure preferred,high,Biology/chemistry exposure helpful; healthcare interest expected
SYN-0060,Compass Youth University Discovery Leadership Forum in Social Impact,Compass Youth University,synthetic_generated,,social impact,leadership;public health,social impact;leadership;public health,leadership development;networking;social impact,cost matters but flexible,either,East Coast,Pittsburgh,Pennsylvania,East Coast,balanced,4 to 8 weeks,6,summer,9,12,research mentorship,5200,yes,optional,"A 4 to 8 weeks pre-college experience focused on social impact, blending leadership development with networking.",social impact;leadership;public health;leadership development;networking,solid,3.2-3.49,Introductory coursework or demonstrated interest helpful,No formal experience required; beginner exposure helpful,moderate,No strict prerequisite; demonstrated interest improves fit
